cntry,pspwght,gincdif,Y_support_redist,hincfel,T_subj_poor,hinctnta,agea,eduyrs,gndr,female,emplrel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
BG,1.1991813,3.0,0.0,2.0,0.0,,30.0,16.0,1,0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,5.0,6.0,4.0,2.0,3.0
BG,0.19855863,2.0,1.0,3.0,1.0,2.0,81.0,11.0,1,0,1.0,5.0,2.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,2.0,5.0,5.0,3.0,6.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0
BG,0.79626983,2.0,1.0,4.0,1.0,,60.0,3.0,1,0,1.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0
BG,2.3544402,1.0,1.0,3.0,1.0,5.0,51.0,8.0,2,1,1.0,2.0,3.0,5.0,3.0,-1.0,3.0,3.0,-1.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0
BG,0.17702107,3.0,0.0,2.0,0.0,,36.0,17.0,1,0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0
BG,0.72449577,1.0,1.0,2.0,0.0,8.0,44.0,11.0,1,0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0
BG,0.22960085,1.0,1.0,4.0,1.0,2.0,65.0,11.0,2,1,1.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0
BG,0.9978512,1.0,1.0,4.0,1.0,,29.0,,1,0,1.0,2.0,6.0,6.0,5.0,6.0,3.0,2.0,4.0,3.0,5.0,6.0,3.0,5.0,-1.0,6.0,,2.0,4.0,-1.0,,6.0
BG,1.9932523,1.0,1.0,3.0,1.0,2.0,85.0,16.0,2,1,1.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0
BG,0.5555288,1.0,1.0,2.0,0.0,8.0,34.0,12.0,1,0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0
BG,0.32953435,1.0,1.0,2.0,0.0,,61.0,5.0,2,1,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0
BG,0.5878032,1.0,1.0,4.0,1.0,2.0,44.0,3.0,1,0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,,5.0,4.0,-1.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0
BG,0.19855863,2.0,1.0,2.0,0.0,4.0,78.0,11.0,1,0,1.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
BG,1.7246647,2.0,1.0,2.0,0.0,,41.0,15.0,1,0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,3.0,5.0
BG,1.0185502,1.0,1.0,2.0,0.0,9.0,41.0,16.0,2,1,3.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,2.0,5.0,6.0,6.0,6.0,4.0
BG,0.49831307,1.0,1.0,2.0,0.0,3.0,75.0,16.0,2,1,1.0,4.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,4.0
BG,0.49806207,1.0,1.0,4.0,1.0,1.0,82.0,15.0,2,1,1.0,4.0,2.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,2.0,4.0,4.0,3.0,6.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0
BG,0.7009759,1.0,1.0,3.0,1.0,,16.0,,1,0,,6.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,2.0,6.0,5.0,4.0,5.0
BG,0.8094444,4.0,0.0,2.0,0.0,,47.0,11.0,1,0,2.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0
BG,1.3291825,1.0,1.0,4.0,1.0,3.0,75.0,12.0,1,0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0
BG,0.75819343,3.0,0.0,3.0,1.0,8.0,28.0,17.0,1,0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
BG,0.22456326,1.0,1.0,2.0,0.0,,49.0,17.0,1,0,1.0,4.0,2.0,5.0,4.0,6.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0
BG,0.37240657,3.0,0.0,2.0,0.0,,30.0,12.0,1,0,1.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,2.0,2.0,3.0
BG,0.58184636,1.0,1.0,2.0,0.0,4.0,,11.0,1,0,1.0,4.0,2.0,6.0,5.0,6.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,,5.0,6.0,6.0,4.0,6.0,3.0
BG,0.41685954,1.0,1.0,2.0,0.0,,50.0,12.0,2,1,1.0,6.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0
BG,1.6657746,1.0,1.0,1.0,0.0,8.0,44.0,17.0,2,1,1.0,6.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,,5.0,6.0,6.0,5.0,4.0,5.0
BG,0.5979535,8.0,,3.0,1.0,,84.0,4.0,1,0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,6.0,6.0,6.0,5.0,5.0,2.0
BG,0.6798945,3.0,0.0,2.0,0.0,,57.0,11.0,2,1,2.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0
BG,0.7474334,5.0,0.0,2.0,0.0,8.0,71.0,12.0,1,0,1.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,3.0,4.0,5.0,4.0
BG,1.9967386,3.0,0.0,2.0,0.0,,15.0,8.0,1,0,,5.0,6.0,4.0,5.0,,5.0,2.0,3.0,,5.0,5.0,4.0,5.0,6.0,6.0,2.0,3.0,5.0,4.0,2.0,5.0
BG,0.21631083,1.0,1.0,2.0,0.0,,67.0,12.0,2,1,1.0,,2.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,6.0,2.0,6.0,
BG,3.9999993,2.0,1.0,3.0,1.0,5.0,46.0,8.0,2,1,3.0,6.0,,4.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0
BG,0.5792682,2.0,1.0,3.0,1.0,3.0,71.0,,2,1,1.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,4.0
BG,0.7876144,2.0,1.0,3.0,1.0,4.0,81.0,15.0,1,0,1.0,5.0,,5.0,6.0,6.0,3.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0
BG,0.19548015,4.0,0.0,2.0,0.0,,44.0,18.0,1,0,1.0,6.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,2.0,6.0,5.0,4.0,3.0
BG,0.43262166,1.0,1.0,3.0,1.0,3.0,,11.0,2,1,1.0,3.0,3.0,5.0,2.0,3.0,2.0,5.0,5.0,6.0,,4.0,4.0,2.0,6.0,,2.0,2.0,4.0,4.0,6.0,
BG,0.26531282,5.0,0.0,4.0,1.0,1.0,72.0,11.0,2,1,1.0,5.0,,6.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,3.0,5.0,3.0,6.0,,6.0,6.0,6.0,4.0
BG,0.6948168,1.0,1.0,1.0,0.0,,43.0,16.0,1,0,1.0,5.0,4.0,5.0,6.0,4.0,6.0,6.0,6.0,3.0,4.0,4.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0
BG,0.13195075,1.0,1.0,3.0,1.0,3.0,41.0,11.0,2,1,1.0,4.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0
BG,0.8024841,2.0,1.0,2.0,0.0,5.0,73.0,11.0,1,0,1.0,6.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,5.0,6.0,5.0
BG,0.976904,2.0,1.0,4.0,1.0,3.0,37.0,12.0,1,0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0
BG,0.49121433,2.0,1.0,2.0,0.0,4.0,45.0,15.0,2,1,1.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,6.0,4.0,4.0,6.0,6.0,6.0,2.0,4.0,5.0,5.0,5.0,6.0,4.0
BG,3.9931746,1.0,1.0,2.0,0.0,8.0,46.0,11.0,1,0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,3.0
BG,2.9074957,1.0,1.0,3.0,1.0,,21.0,12.0,2,1,,5.0,4.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,5.0,6.0,5.0,6.0,6.0,5.0,2.0,5.0,6.0,5.0,4.0,4.0
BG,2.492955,1.0,1.0,3.0,1.0,2.0,36.0,13.0,1,0,1.0,6.0,2.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,6.0,4.0,6.0,3.0,5.0,6.0,6.0,6.0
BG,0.21631083,2.0,1.0,2.0,0.0,5.0,60.0,12.0,2,1,1.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,3.0,2.0,4.0,5.0,2.0,6.0,6.0
BG,0.72252744,2.0,1.0,3.0,1.0,2.0,74.0,,1,0,1.0,2.0,,5.0,3.0,6.0,2.0,6.0,5.0,6.0,,3.0,6.0,2.0,4.0,,6.0,6.0,6.0,6.0,3.0,
BG,0.37970692,2.0,1.0,2.0,0.0,,61.0,17.0,2,1,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0
BG,1.0930735,1.0,1.0,4.0,1.0,1.0,,12.0,2,1,1.0,2.0,3.0,2.0,2.0,6.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,6.0,5.0,6.0,5.0,2.0
BG,0.3395166,2.0,1.0,1.0,0.0,9.0,48.0,18.0,2,1,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0
BG,0.41685954,1.0,1.0,3.0,1.0,,53.0,12.0,2,1,1.0,2.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,3.0,6.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0
BG,0.21704888,2.0,1.0,3.0,1.0,8.0,37.0,12.0,1,0,1.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0
BG,1.860347,1.0,1.0,3.0,1.0,,52.0,12.0,2,1,1.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0
BG,1.3341551,1.0,1.0,3.0,1.0,,20.0,13.0,2,1,,6.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0
BG,0.37586927,1.0,1.0,3.0,1.0,,42.0,18.0,2,1,2.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,6.0,6.0,3.0,4.0,3.0,6.0,4.0,5.0,4.0
BG,0.5212661,1.0,1.0,4.0,1.0,4.0,71.0,11.0,2,1,1.0,4.0,,6.0,4.0,6.0,3.0,6.0,5.0,6.0,,5.0,6.0,4.0,6.0,,6.0,6.0,6.0,5.0,6.0,
BG,0.40466848,1.0,1.0,2.0,0.0,,39.0,16.0,2,1,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
BG,1.2989206,2.0,1.0,2.0,0.0,9.0,58.0,11.0,1,0,1.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,6.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0
BG,0.6093942,1.0,1.0,2.0,0.0,8.0,61.0,14.0,2,1,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
BG,3.6337194,2.0,1.0,3.0,1.0,1.0,76.0,8.0,1,0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0
BG,0.087470114,1.0,1.0,2.0,0.0,,49.0,20.0,2,1,1.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,2.0,6.0,6.0,6.0,4.0
BG,0.8412396,2.0,1.0,2.0,0.0,,19.0,12.0,2,1,,5.0,5.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0
BG,0.8337191,5.0,0.0,4.0,1.0,1.0,49.0,11.0,2,1,1.0,-1.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0
BG,1.4097121,2.0,1.0,3.0,1.0,1.0,69.0,4.0,2,1,1.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
BG,0.45256048,3.0,0.0,4.0,1.0,4.0,45.0,11.0,2,1,2.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0
BG,0.6070833,3.0,0.0,4.0,1.0,5.0,43.0,11.0,1,0,1.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0
BG,0.69763005,1.0,1.0,4.0,1.0,3.0,51.0,18.0,2,1,1.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0
BG,0.1704614,3.0,0.0,2.0,0.0,9.0,42.0,18.0,1,0,1.0,6.0,5.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,6.0
BG,1.3291825,1.0,1.0,2.0,0.0,4.0,69.0,11.0,1,0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0
BG,0.10156569,3.0,0.0,2.0,0.0,2.0,65.0,5.0,2,1,1.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0
BG,1.7003341,1.0,1.0,2.0,0.0,,27.0,16.0,2,1,1.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,4.0,5.0,3.0,6.0,4.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,5.0
BG,0.7942345,1.0,1.0,4.0,1.0,3.0,87.0,10.0,1,0,3.0,5.0,,6.0,5.0,5.0,5.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,6.0,2.0,5.0,4.0,6.0,6.0,5.0,4.0
BG,0.28090203,2.0,1.0,2.0,0.0,9.0,63.0,24.0,1,0,1.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0
BG,1.2896274,1.0,1.0,2.0,0.0,9.0,43.0,16.0,2,1,1.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
BG,0.46757644,2.0,1.0,3.0,1.0,2.0,72.0,11.0,2,1,1.0,2.0,3.0,6.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,,4.0,5.0,6.0,5.0,4.0,
BG,0.3648436,1.0,1.0,2.0,0.0,3.0,,11.0,1,0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0
BG,2.6700995,2.0,1.0,4.0,1.0,4.0,41.0,12.0,1,0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
BG,0.21631083,1.0,1.0,2.0,0.0,8.0,56.0,11.0,2,1,1.0,3.0,3.0,3.0,4.0,,4.0,,2.0,,6.0,6.0,5.0,4.0,5.0,6.0,2.0,4.0,5.0,2.0,3.0,6.0
BG,1.3634951,2.0,1.0,2.0,0.0,,43.0,11.0,2,1,1.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,3.0
BG,0.18242475,3.0,0.0,2.0,0.0,,35.0,17.0,1,0,1.0,5.0,3.0,-1.0,4.0,2.0,3.0,,5.0,3.0,6.0,4.0,5.0,4.0,4.0,4.0,-1.0,-1.0,6.0,6.0,,6.0
BG,0.48234418,2.0,1.0,2.0,0.0,3.0,68.0,11.0,1,0,,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0
BG,0.2578743,1.0,1.0,2.0,0.0,,26.0,17.0,1,0,1.0,5.0,,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,5.0
BG,0.38377455,1.0,1.0,3.0,1.0,,33.0,12.0,1,0,1.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0
BG,0.64583766,1.0,1.0,3.0,1.0,,47.0,11.0,1,0,3.0,6.0,,5.0,6.0,2.0,5.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,2.0,6.0,6.0,4.0,5.0
BG,0.4904034,2.0,1.0,3.0,1.0,4.0,46.0,20.0,2,1,1.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0
BG,1.1418782,3.0,0.0,2.0,0.0,9.0,54.0,16.0,2,1,1.0,6.0,4.0,5.0,6.0,5.0,6.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0
BG,0.088510536,1.0,1.0,2.0,0.0,8.0,36.0,16.0,1,0,1.0,6.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,6.0,6.0,4.0,3.0
BG,1.1099577,3.0,0.0,2.0,0.0,,54.0,18.0,2,1,3.0,3.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0
BG,1.0744725,1.0,1.0,4.0,1.0,1.0,75.0,8.0,2,1,1.0,3.0,2.0,6.0,3.0,6.0,3.0,6.0,5.0,2.0,,4.0,5.0,2.0,6.0,,6.0,,5.0,3.0,6.0,2.0
BG,1.2922796,1.0,1.0,3.0,1.0,,33.0,17.0,1,0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0
BG,1.7734199,1.0,1.0,4.0,1.0,2.0,64.0,5.0,2,1,1.0,3.0,2.0,5.0,-1.0,4.0,-1.0,-1.0,5.0,2.0,2.0,-1.0,-1.0,-1.0,5.0,2.0,-1.0,2.0,5.0,5.0,5.0,2.0
BG,0.5062762,2.0,1.0,4.0,1.0,,69.0,14.0,2,1,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
BG,0.8547652,1.0,1.0,2.0,0.0,8.0,32.0,17.0,1,0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0
BG,0.26406702,4.0,0.0,2.0,0.0,9.0,50.0,24.0,1,0,1.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0
BG,0.22914688,1.0,1.0,3.0,1.0,3.0,23.0,14.0,2,1,1.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
BG,0.19675185,2.0,1.0,3.0,1.0,1.0,76.0,,2,1,1.0,4.0,,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,3.0,6.0,,5.0,2.0,5.0,6.0,5.0,3.0
BG,1.1762998,5.0,0.0,2.0,0.0,10.0,51.0,9.0,2,1,1.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0
BG,1.1681792,1.0,1.0,4.0,1.0,1.0,80.0,8.0,1,0,1.0,,2.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,6.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0
BG,0.20286365,2.0,1.0,3.0,1.0,1.0,70.0,11.0,2,1,1.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0
BG,0.38652906,1.0,1.0,2.0,0.0,,63.0,15.0,2,1,1.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0
BG,1.4481704,1.0,1.0,3.0,1.0,1.0,83.0,,2,1,1.0,2.0,,4.0,4.0,6.0,2.0,5.0,-1.0,5.0,2.0,-1.0,4.0,4.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0
BG,0.57499546,2.0,1.0,2.0,0.0,,64.0,12.0,1,0,1.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0
BG,0.33322003,2.0,1.0,3.0,1.0,3.0,67.0,11.0,1,0,,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,6.0,6.0,6.0,3.0,4.0,5.0,5.0,6.0,6.0,3.0
BG,0.40500543,1.0,1.0,3.0,1.0,3.0,64.0,9.0,1,0,1.0,5.0,2.0,6.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0
BG,0.15298635,2.0,1.0,3.0,1.0,,42.0,16.0,2,1,1.0,5.0,3.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,3.0,2.0,5.0,4.0,5.0,,4.0,2.0,6.0,4.0,5.0,5.0
BG,0.088510536,3.0,0.0,2.0,0.0,8.0,42.0,16.0,1,0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
BG,0.56413096,2.0,1.0,2.0,0.0,,51.0,16.0,2,1,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0
BG,2.9104118,1.0,1.0,3.0,1.0,,17.0,10.0,1,0,,5.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,6.0,6.0,4.0,5.0,4.0,6.0,3.0,3.0,6.0,,2.0,6.0
BG,0.52813405,1.0,1.0,3.0,1.0,3.0,35.0,15.0,1,0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,6.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,4.0,6.0
