cntry,pspwght,gincdif,Y_support_redist,hincfel,T_subj_poor,hinctnta,agea,eduyrs,gndr,female,emplrel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
EE,0.84328866,2.0,1.0,1.0,0.0,5.0,43.0,26.0,2,1,1.0,4.0,2.0,3.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,6.0,6.0,6.0,
EE,0.7776472,2.0,1.0,2.0,0.0,5.0,71.0,13.0,1,0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0
EE,1.2168937,3.0,0.0,1.0,0.0,9.0,56.0,16.0,2,1,1.0,5.0,2.0,6.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,4.0,3.0
EE,1.2325636,2.0,1.0,1.0,0.0,,30.0,17.0,2,1,1.0,5.0,2.0,6.0,3.0,4.0,4.0,5.0,6.0,3.0,6.0,5.0,6.0,4.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,3.0
EE,0.84260833,2.0,1.0,1.0,0.0,9.0,50.0,16.0,2,1,1.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0
EE,0.84260833,3.0,0.0,1.0,0.0,8.0,35.0,17.0,2,1,1.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0
EE,1.6289088,4.0,0.0,1.0,0.0,9.0,30.0,12.0,1,0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,5.0,5.0,6.0,3.0,5.0
EE,0.72481614,3.0,0.0,3.0,1.0,5.0,49.0,8.0,2,1,1.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,2.0,5.0,3.0,3.0,2.0,6.0,4.0,4.0,6.0
EE,0.7791889,2.0,1.0,2.0,0.0,4.0,67.0,11.0,1,0,1.0,5.0,,5.0,6.0,5.0,2.0,4.0,,6.0,2.0,5.0,5.0,4.0,6.0,,6.0,3.0,6.0,5.0,2.0,4.0
EE,0.93903023,3.0,0.0,2.0,0.0,10.0,48.0,22.0,1,0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,4.0,2.0
EE,1.4469085,2.0,1.0,1.0,0.0,,34.0,14.0,1,0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,6.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,6.0,3.0,2.0,3.0
EE,0.77868843,2.0,1.0,2.0,0.0,5.0,64.0,12.0,1,0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,6.0,2.0
EE,1.2168937,3.0,0.0,2.0,0.0,3.0,82.0,14.0,2,1,1.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0
EE,0.93903023,3.0,0.0,1.0,0.0,10.0,41.0,19.0,1,0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
EE,1.6285101,2.0,1.0,2.0,0.0,3.0,28.0,9.0,1,0,1.0,5.0,3.0,5.0,4.0,5.0,6.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0
EE,0.7316156,2.0,1.0,2.0,0.0,2.0,58.0,9.0,2,1,1.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,,4.0,2.0,3.0,4.0,2.0,2.0
EE,0.9865056,2.0,1.0,1.0,0.0,,50.0,12.0,2,1,1.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,6.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,2.0,5.0,6.0,5.0,2.0
EE,0.7560653,3.0,0.0,3.0,1.0,3.0,58.0,12.0,2,1,1.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,2.0,5.0,,5.0,3.0,6.0,5.0,6.0,3.0
EE,0.84260833,2.0,1.0,2.0,0.0,3.0,40.0,22.0,2,1,2.0,6.0,3.0,6.0,4.0,4.0,5.0,2.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,3.0,2.0,6.0,6.0,2.0,5.0
EE,1.2191452,1.0,1.0,2.0,0.0,9.0,60.0,18.0,2,1,1.0,6.0,2.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0
EE,0.7815601,4.0,0.0,1.0,0.0,10.0,30.0,18.0,1,0,1.0,3.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,6.0,5.0,4.0,3.0
EE,0.77868843,4.0,0.0,2.0,0.0,9.0,,11.0,1,0,2.0,4.0,3.0,5.0,4.0,5.0,6.0,2.0,5.0,5.0,5.0,6.0,6.0,2.0,6.0,3.0,2.0,2.0,5.0,6.0,3.0,5.0
EE,0.77887917,1.0,1.0,2.0,0.0,2.0,63.0,10.0,1,0,2.0,,3.0,3.0,6.0,6.0,6.0,,,2.0,3.0,6.0,5.0,,6.0,6.0,3.0,2.0,6.0,5.0,5.0,4.0
EE,0.84260833,1.0,1.0,1.0,0.0,8.0,48.0,19.0,2,1,1.0,4.0,,6.0,,2.0,5.0,2.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,2.0
EE,0.7790892,4.0,0.0,2.0,0.0,,56.0,11.0,1,0,2.0,5.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,2.0,5.0,2.0,5.0,6.0,4.0,2.0
EE,0.7560653,3.0,0.0,1.0,0.0,5.0,62.0,12.0,2,1,1.0,5.0,2.0,4.0,,3.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,,5.0,,2.0,,5.0,6.0,2.0,2.0
EE,0.77887917,1.0,1.0,3.0,1.0,1.0,60.0,12.0,1,0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0
EE,0.7790892,1.0,1.0,2.0,0.0,3.0,82.0,12.0,1,0,1.0,6.0,4.0,5.0,,3.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,,6.0,6.0,,3.0
EE,0.7815601,4.0,0.0,1.0,0.0,8.0,34.0,17.0,1,0,3.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,3.0,5.0,6.0,3.0,5.0
EE,1.2846047,1.0,1.0,2.0,0.0,9.0,36.0,13.0,1,0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0
EE,0.84260833,1.0,1.0,2.0,0.0,8.0,47.0,25.0,2,1,1.0,5.0,4.0,6.0,5.0,6.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,2.0,6.0,4.0,6.0,6.0,4.0,3.0
EE,0.7791889,2.0,1.0,2.0,0.0,8.0,69.0,13.0,1,0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,,3.0,,4.0,4.0,3.0,4.0
EE,0.8425903,3.0,0.0,1.0,0.0,9.0,57.0,16.0,1,0,2.0,4.0,,5.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,6.0,5.0,2.0,2.0,5.0,2.0,2.0,6.0,5.0,3.0,4.0
EE,1.2840941,2.0,1.0,2.0,0.0,4.0,40.0,10.0,1,0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0
EE,0.9848319,4.0,0.0,1.0,0.0,,35.0,12.0,2,1,1.0,5.0,3.0,2.0,5.0,4.0,6.0,,3.0,,4.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,4.0
EE,0.93854725,3.0,0.0,2.0,0.0,8.0,42.0,15.0,1,0,1.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,,4.0
EE,0.8425903,1.0,1.0,2.0,0.0,8.0,62.0,12.0,1,0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0
EE,0.84281754,2.0,1.0,3.0,1.0,5.0,75.0,16.0,1,0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0
EE,1.3308729,4.0,0.0,3.0,1.0,3.0,20.0,14.0,2,1,1.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
EE,1.3524631,2.0,1.0,1.0,0.0,9.0,16.0,9.0,2,1,1.0,4.0,3.0,6.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,3.0,5.0,6.0,5.0,4.0
EE,1.1847209,2.0,1.0,1.0,0.0,,49.0,11.0,1,0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0
EE,0.84260833,1.0,1.0,2.0,0.0,9.0,51.0,18.0,2,1,1.0,6.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0,5.0,2.0,6.0,2.0,6.0,6.0,5.0,2.0
EE,1.351508,3.0,0.0,2.0,0.0,10.0,16.0,9.0,2,1,,4.0,3.0,5.0,3.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
EE,1.2315693,1.0,1.0,3.0,1.0,4.0,33.0,16.0,2,1,1.0,6.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,6.0,,4.0
EE,0.84328866,3.0,0.0,1.0,0.0,10.0,42.0,17.0,2,1,1.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,6.0,4.0,5.0,3.0,,5.0,3.0,6.0,3.0,3.0,2.0
EE,1.1847209,2.0,1.0,2.0,0.0,8.0,41.0,16.0,1,0,1.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0
EE,0.7790892,5.0,0.0,2.0,0.0,10.0,60.0,11.0,1,0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,,6.0,5.0,3.0,6.0,5.0,,,6.0,4.0,3.0,6.0,4.0,6.0,
EE,0.72481614,2.0,1.0,2.0,0.0,,47.0,10.0,2,1,1.0,5.0,2.0,6.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0
EE,0.7560653,2.0,1.0,2.0,0.0,4.0,63.0,11.0,2,1,1.0,-1.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0
EE,0.77887917,2.0,1.0,2.0,0.0,4.0,70.0,11.0,1,0,,5.0,,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0
EE,0.8425903,3.0,0.0,3.0,1.0,2.0,73.0,18.0,1,0,,4.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,4.0,3.0,4.0,5.0,,2.0,2.0,5.0,4.0,4.0,5.0
EE,0.93903023,2.0,1.0,1.0,0.0,9.0,39.0,18.0,1,0,2.0,6.0,3.0,5.0,5.0,6.0,3.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,3.0
EE,0.9387771,2.0,1.0,1.0,0.0,10.0,46.0,17.0,1,0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0
EE,0.93729216,2.0,1.0,3.0,1.0,5.0,50.0,19.0,1,0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0
EE,1.2315693,2.0,1.0,1.0,0.0,10.0,25.0,17.0,2,1,1.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,4.0,,4.0
EE,1.4469085,2.0,1.0,2.0,0.0,,25.0,14.0,1,0,1.0,2.0,,5.0,3.0,5.0,4.0,,6.0,3.0,5.0,3.0,3.0,5.0,3.0,6.0,3.0,2.0,5.0,4.0,4.0,5.0
EE,0.77887917,2.0,1.0,3.0,1.0,4.0,56.0,13.0,1,0,1.0,2.0,,5.0,3.0,5.0,6.0,3.0,6.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,2.0
EE,0.84281754,2.0,1.0,2.0,0.0,3.0,68.0,18.0,1,0,1.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0
EE,1.6295564,2.0,1.0,1.0,0.0,10.0,19.0,11.0,1,0,,5.0,2.0,4.0,3.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,3.0,6.0,6.0,6.0,5.0
EE,0.7815601,1.0,1.0,2.0,0.0,10.0,34.0,15.0,1,0,1.0,4.0,3.0,6.0,4.0,3.0,2.0,2.0,6.0,2.0,5.0,6.0,5.0,5.0,5.0,2.0,5.0,4.0,6.0,4.0,4.0,4.0
EE,1.2315693,3.0,0.0,2.0,0.0,,33.0,16.0,2,1,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0
EE,1.4465542,2.0,1.0,2.0,0.0,8.0,30.0,14.0,1,0,1.0,5.0,2.0,4.0,3.0,5.0,5.0,,5.0,,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0
EE,1.2315693,2.0,1.0,2.0,0.0,,31.0,16.0,2,1,3.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,6.0,3.0,5.0
EE,0.7560653,1.0,1.0,2.0,0.0,9.0,60.0,15.0,2,1,1.0,2.0,6.0,3.0,3.0,3.0,4.0,2.0,3.0,,4.0,6.0,5.0,3.0,4.0,5.0,,3.0,5.0,5.0,6.0,5.0
EE,0.84463674,2.0,1.0,2.0,0.0,5.0,41.0,15.0,2,1,1.0,5.0,2.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,6.0,4.0,3.0
EE,1.2171992,1.0,1.0,2.0,0.0,,58.0,16.0,2,1,1.0,5.0,3.0,6.0,3.0,5.0,6.0,2.0,5.0,,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0
EE,0.7816601,2.0,1.0,2.0,0.0,8.0,27.0,15.0,1,0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0
EE,0.84260833,2.0,1.0,2.0,0.0,,44.0,15.0,2,1,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,6.0,3.0,4.0
EE,1.1847209,3.0,0.0,2.0,0.0,3.0,35.0,14.0,1,0,1.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0
EE,0.93903023,4.0,0.0,1.0,0.0,8.0,45.0,20.0,1,0,2.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,2.0
EE,1.1825281,2.0,1.0,2.0,0.0,4.0,38.0,12.0,1,0,1.0,3.0,2.0,6.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0
EE,1.1847209,1.0,1.0,2.0,0.0,9.0,43.0,12.0,1,0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,5.0
EE,1.2324395,2.0,1.0,2.0,0.0,8.0,33.0,16.0,2,1,1.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,,3.0,4.0,4.0,2.0
EE,0.75659955,2.0,1.0,2.0,0.0,3.0,71.0,15.0,2,1,2.0,,,4.0,,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,,5.0,2.0,5.0,5.0,2.0,4.0
EE,1.1847209,4.0,0.0,1.0,0.0,9.0,35.0,13.0,1,0,1.0,3.0,,5.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
EE,1.1844015,2.0,1.0,2.0,0.0,5.0,37.0,16.0,1,0,1.0,6.0,,4.0,3.0,3.0,6.0,,6.0,3.0,6.0,6.0,6.0,4.0,,5.0,,,6.0,4.0,3.0,6.0
EE,1.6293479,1.0,1.0,2.0,0.0,8.0,23.0,8.0,1,0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,
EE,0.7560653,3.0,0.0,2.0,0.0,5.0,61.0,15.0,2,1,1.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0
EE,0.7790892,2.0,1.0,2.0,0.0,3.0,68.0,14.0,1,0,1.0,3.0,,5.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0
EE,0.93903023,3.0,0.0,4.0,1.0,1.0,48.0,17.0,1,0,1.0,2.0,6.0,4.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0
EE,1.234534,2.0,1.0,1.0,0.0,9.0,26.0,17.0,2,1,1.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0
EE,0.7566757,2.0,1.0,2.0,0.0,5.0,86.0,10.0,2,1,1.0,4.0,4.0,5.0,2.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0
EE,1.2315693,2.0,1.0,1.0,0.0,9.0,31.0,16.0,2,1,1.0,6.0,2.0,4.0,4.0,2.0,5.0,2.0,6.0,2.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,3.0,6.0,5.0,6.0,5.0
EE,1.1847209,2.0,1.0,2.0,0.0,5.0,44.0,11.0,1,0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0
EE,0.7560653,2.0,1.0,4.0,1.0,2.0,76.0,13.0,2,1,1.0,5.0,2.0,6.0,2.0,6.0,5.0,3.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,2.0,4.0,2.0,5.0,6.0,5.0,4.0
EE,0.72656095,3.0,0.0,2.0,0.0,4.0,39.0,9.0,2,1,1.0,6.0,,6.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,3.0,6.0,4.0,4.0,6.0,5.0,2.0,6.0
EE,0.75659955,2.0,1.0,2.0,0.0,8.0,,15.0,2,1,3.0,4.0,2.0,4.0,3.0,6.0,3.0,5.0,6.0,3.0,5.0,5.0,6.0,4.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,4.0
EE,0.7790892,2.0,1.0,2.0,0.0,5.0,68.0,13.0,1,0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0
EE,1.1844015,1.0,1.0,1.0,0.0,8.0,51.0,15.0,1,0,2.0,4.0,3.0,2.0,3.0,6.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,6.0,2.0,5.0,4.0,6.0,6.0,5.0,3.0
EE,0.8425903,2.0,1.0,2.0,0.0,8.0,78.0,15.0,1,0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0
EE,1.4469085,2.0,1.0,2.0,0.0,9.0,31.0,14.0,1,0,2.0,6.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,6.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0
EE,0.75659955,2.0,1.0,3.0,1.0,9.0,87.0,13.0,2,1,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,2.0,5.0,,6.0,5.0,5.0,5.0
EE,1.351508,1.0,1.0,1.0,0.0,9.0,21.0,10.0,2,1,1.0,4.0,5.0,6.0,4.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0
EE,0.7298586,2.0,1.0,2.0,0.0,2.0,82.0,9.0,2,1,1.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0
EE,0.7303744,3.0,0.0,3.0,1.0,3.0,81.0,,2,1,1.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0
EE,0.84260833,3.0,0.0,2.0,0.0,10.0,51.0,16.0,2,1,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0
EE,1.2170768,1.0,1.0,2.0,0.0,3.0,65.0,17.0,2,1,1.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,
EE,1.1844015,1.0,1.0,3.0,1.0,4.0,47.0,11.0,1,0,1.0,6.0,,6.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,6.0,4.0,3.0,3.0,5.0,2.0,,6.0,5.0,,
EE,0.84260833,2.0,1.0,2.0,0.0,,36.0,18.0,2,1,1.0,6.0,3.0,4.0,2.0,2.0,6.0,,5.0,4.0,6.0,6.0,4.0,3.0,4.0,5.0,2.0,,4.0,5.0,3.0,4.0
EE,1.6289088,3.0,0.0,1.0,0.0,,17.0,9.0,1,0,1.0,4.0,2.0,5.0,4.0,,6.0,2.0,5.0,2.0,5.0,6.0,6.0,4.0,4.0,5.0,2.0,2.0,5.0,6.0,5.0,3.0
EE,0.7560653,2.0,1.0,2.0,0.0,8.0,58.0,11.0,2,1,1.0,3.0,,5.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,3.0,6.0,6.0,6.0,3.0
EE,0.7566757,2.0,1.0,2.0,0.0,3.0,78.0,11.0,2,1,1.0,3.0,2.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,5.0,,4.0,2.0,5.0,4.0,5.0,2.0
EE,0.7816601,2.0,1.0,1.0,0.0,9.0,32.0,18.0,1,0,1.0,4.0,2.0,3.0,6.0,6.0,3.0,3.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,6.0,6.0,6.0,2.0,4.0
EE,1.6293479,1.0,1.0,2.0,0.0,,34.0,8.0,1,0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0
EE,1.1848725,2.0,1.0,3.0,1.0,,54.0,10.0,1,0,1.0,2.0,,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0
EE,0.84281754,2.0,1.0,1.0,0.0,10.0,,26.0,1,0,1.0,4.0,2.0,6.0,4.0,3.0,4.0,2.0,6.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,,5.0,6.0,2.0,3.0
EE,0.84463674,1.0,1.0,1.0,0.0,9.0,39.0,24.0,2,1,1.0,6.0,,6.0,4.0,6.0,6.0,4.0,6.0,2.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,2.0,6.0,6.0,5.0,4.0
EE,1.0817406,2.0,1.0,2.0,0.0,4.0,79.0,8.0,1,0,1.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,3.0
EE,1.1847209,3.0,0.0,2.0,0.0,5.0,36.0,15.0,1,0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,6.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0
